video_id,channel_title,channel_id,video_publish_date,video_title,video_description,video_category,video_thumbnail,collection_date,bias,weight,classifs,classif,pick,round,rec_from,topic_n,topic
c8QIycvd4to,Graham Bensinger,UCBs5YS0JTDAU5hwN9bGVk_A,1468542478.0,Brett Favre as offensive coordinator?,"#GreenBay #Packers Hall of Famer Brett Favre applied a talk with Mike Holmgren to a high school QB and describes the feeling of winning as coach.

Want to see more? SUBSCRIBE to watch the latest interviews: http://bit.ly/1R1Fd6w 

Episode debuted nationwide in 2015.

Watch full episodes each week on TV stations across the country. Find the airing time and channel for your city:
http://www.grahambensinger.com/index.php/when-where-watch

Connect with Graham:
FACEBOOK: https://www.facebook.com/GrahamBensinger
TWITTER: https://twitter.com/GrahamBensinger
INSTAGRAM: https://www.instagram.com/grahambensinger

WEBSITE: http://www.grahambensinger.com/",,https://i.ytimg.com/vi/c8QIycvd4to/hqdefault.jpg,2020-11-02 09:12:30.854655,Neutral,0.0,['None'],Neutral,False,1,holILMZV40I,0,Brett Favre
VLwRy20Y_BM,Milwaukee Journal Sentinel,UCx3OuVURpwh-UYamOrw-b4A,1415541021.0,Brett Favre: On life in retirement,"Former Green Bay Packers quarterback Brett Favre talks with JS reporter Tyler Dunne at his home in Sumrall, Mississippi.",,https://i.ytimg.com/vi/VLwRy20Y_BM/hqdefault.jpg,2020-11-02 09:12:30.854687,Neutral,0.0,['None'],Neutral,False,1,holILMZV40I,0,Brett Favre
1RMJIV3o6uI,Graham Bensinger,UCBs5YS0JTDAU5hwN9bGVk_A,1468545537.0,Brett Favre on quitting Vicodin: I shook every night,"#GreenBay #Packers Hall of Famer Brett Favre speaks openly about his addiction to painkillers, feeding his habit and how he quit cold turkey

Want to see more? SUBSCRIBE to watch the latest interviews: http://bit.ly/1R1Fd6w 

Episode debuted nationwide in 2015.

Watch full episodes each week on TV stations across the country. Find the airing time and channel for your city:
http://www.grahambensinger.com/index.php/when-where-watch

Connect with Graham:
FACEBOOK: https://www.facebook.com/GrahamBensinger
TWITTER: https://twitter.com/GrahamBensinger
INSTAGRAM: https://www.instagram.com/grahambensinger

WEBSITE: http://www.grahambensinger.com/",,https://i.ytimg.com/vi/1RMJIV3o6uI/hqdefault.jpg,2020-11-02 09:12:30.854718,Neutral,0.0,['None'],Neutral,False,1,holILMZV40I,0,Brett Favre
xoKt_Q9xD0A,NFL,UCDVYQ4Zhbm3S2dlz7P1GBDg,1470565634.0,Brett Favre Hall of Fame Speech | 2016 Pro Football Hall of Fame | NFL,"Former QB Brett Favre delivers his speech as he is inducted into the 2016 Pro Football Hall of Fame.


Subscribe to NFL: http://j.mp/1L0bVBu

Subscribe to the NFL YouTube channel to see immediate in-game highlights from your favorite teams and players, daily fantasy football updates, all your favorite NFL Network podcasts, and more! 

Subscribe to NFL on YouTube: https://goo.gl/VmTK0M

For all things NFL, visit the league's official website at http://www.nfl.com/

Watch NFL Now: https://www.nfl.com/now
Start your free trial of NFL Game Pass: https://www.nfl.com/gamepass
Listen to NFL podcasts: http://www.nfl.com/podcasts
Fantasy Football: http://www.nfl.com/fantasyfootball
Watch the NFL network: http://nflnonline.nfl.com/
Download the NFL mobile app: https://www.nfl.com/apps
2015 NFL Schedule: http://www.nfl.com/schedules
Buy tickets to watch your favorite team:  http://www.nfl.com/tickets
Shop NFL: http://www.nflshop.com/source/bm-nflcom-Header-Shop-Tab

Like us on Facebook: https://www.facebook.com/NFL
Follow us on Twitter: https://twitter.com/NFL
Follow us on Instagram: https://instagram.com/nfl/",,https://i.ytimg.com/vi/xoKt_Q9xD0A/hqdefault.jpg,2020-11-02 09:12:30.854750,Neutral,0.0,['None'],Neutral,False,1,holILMZV40I,0,Brett Favre
9BdiBrWwS2I,Stadium,UCw4dyfv39tfR77pkCtS4iaw,1515738599.0,"Brett Favre Discusses ""Shocked"" Documentary | Stadium","Brett Favre sits down with Stadium to discuss his new documentary ""Shocked: The Hidden Factor in the Sports Concussion Crisis."" Given what he knows now, would he allow his grandsons to play football? Find out as he sits down with Dave Ross on The Rally.

SUBSCRIBE: https://www.youtube.com/channel/UCw4dyfv39tfR77pkCtS4iaw
Visit the Stadium website: http://www.watchstadium.com
Follow Stadium on Twitter: https://twitter.com/watchstadium 
Like Stadium on Facebook: https://www.facebook.com/watchstadium
Follow Stadium on Instagram: http://www.instagram.com/WatchStadium",,https://i.ytimg.com/vi/9BdiBrWwS2I/hqdefault.jpg,2020-11-02 09:12:30.854781,Neutral,0.0,['None'],Neutral,False,1,holILMZV40I,0,Brett Favre
6fSFXKHSR3E,jonspike87,UC75sTte0U-1-mAxL7PUDDNg,1253440383.0,Brett F@vre Touchdowns 1999 Part 2: The Gunslinger,"No Holmgren, No Reggie, No Chmura, No Brooks, No Shurmur, No more magic in Green Bay as they fall back to the pack after a fantastic 6 year run. Favre leads the way with 22 TD passes, as well as 23 INTs. 5-3 at home, 3-5 on the road, 4-4 in the Division, 6-6 vs. the NFC, 2-2 vs. the AFC leading to a perfectly mediocre 8-8 record. 

In Part 2 of Favres 1999 season, Brett starts to show the reckless, undisciplined play that would plague him off and on for the rest of his career. 1999 began to unfold as a triumph of gunslinger Brett Favre over careful, efficient Brett Favre, and that created wild inconsistency for the Packers. In the middle of one of Green Bays two 3 game losing streaks, Brett does give fans something to cheer about when he broke Ron Jaworskis record for consecutive starts by a quarterback. At the time the record was only 116 and Brett hasnt missed a start since.",,https://i.ytimg.com/vi/6fSFXKHSR3E/hqdefault.jpg,2020-11-02 09:12:30.854813,Neutral,0.0,['None'],Neutral,False,1,holILMZV40I,0,Brett Favre
0ZwbIlr9av0,NFL Films,UCY3NEq2LYrmdoGkevo9BH5A,1571453734.0,Bruce Smith & Von Miller Can't Stop Complimenting Each Other | NFL 100 Generations,"Bruce Smith and Von Miller take some time to analyze game film and appreciate each other's play.

Subscribe to NFL Films: http://goo.gl/XJTggL

Check out our other channels:
NFL Network http://www.youtube.com/nflnetwork
NFL http://www.youtube.com/nfl
NFL Rush http://www.youtube.com/nflrush

#NFL #NFLFilms #Football #AmericanFootball",,https://i.ytimg.com/vi/0ZwbIlr9av0/hqdefault.jpg,2020-11-02 09:12:31.190350,Neutral,0.0,['None'],Neutral,True,2,LZtp7sdy8bI,0,Brett Favre
yPt9nIhsPvw,NFL Films,UCY3NEq2LYrmdoGkevo9BH5A,1572660526.0,Brian Urlacher & George Kittle Kick Back & Share Favorite Moments | NFL 100 Generations,"Brian Urlacher and George Kittle take some time to analyze game film and some of their favorite NFL moments.

Subscribe to NFL Films: http://goo.gl/XJTggL

Check out our other channels:
NFL Network http://www.youtube.com/nflnetwork
NFL http://www.youtube.com/nfl
NFL Rush http://www.youtube.com/nflrush

#NFL #NFLFilms #Football #AmericanFootball",,https://i.ytimg.com/vi/yPt9nIhsPvw/hqdefault.jpg,2020-11-02 09:12:31.190391,Neutral,0.0,['None'],Neutral,False,2,LZtp7sdy8bI,0,Brett Favre
Y-2KrMR69FU,NFL Films,UCY3NEq2LYrmdoGkevo9BH5A,1573015406.0,Michael Vick & Deshaun Watson Show Off Their Moves! | NFL 100 Generations,"Michael Vick and Deshaun Watson take some time to analyze game film and show off some of their insane moves!

Subscribe to NFL Films: http://goo.gl/XJTggL

Check out our other channels:
NFL Network http://www.youtube.com/nflnetwork
NFL http://www.youtube.com/nfl
NFL Rush http://www.youtube.com/nflrush

#NFL #NFLFilms #Football #AmericanFootball",,https://i.ytimg.com/vi/Y-2KrMR69FU/hqdefault.jpg,2020-11-02 09:12:31.190424,Neutral,0.0,['None'],Neutral,False,2,LZtp7sdy8bI,0,Brett Favre
A6MZn6tXNOk,NFL Films,UCY3NEq2LYrmdoGkevo9BH5A,1569904582.0,"Greatest Moment, Today's Player Who's the Next Legend, & More! | Linebackers Roundtable","Check out legendary linebackers Ray Lewis, Lawrence Taylor, Mike Singletary, Willie Lanier, & Harry Carson talk about what it takes to be great!

Subscribe to NFL Films: http://goo.gl/XJTggL

Check out our other channels:
NFL Network http://www.youtube.com/nflnetwork
NFL http://www.youtube.com/nfl
NFL Rush http://www.youtube.com/nflrush

#NFL #NFLFilms #Football #AmericanFootball",,https://i.ytimg.com/vi/A6MZn6tXNOk/hqdefault.jpg,2020-11-02 09:12:31.190457,Neutral,0.0,['None'],Neutral,False,2,LZtp7sdy8bI,0,Brett Favre
_lYutMIsK2Q,NFL Films,UCY3NEq2LYrmdoGkevo9BH5A,1576219079.0,Roger Staubach & Dak Prescott Share Embarrassing TV Appearances | NFL 100 Generations,"Roger Staubach and Dak Prescott take some time to analyze game film and share embarrassing TV appearances.

Subscribe to NFL Films: http://goo.gl/XJTggL

Check out our other channels:
NFL Network http://www.youtube.com/nflnetwork
NFL http://www.youtube.com/nfl
NFL Rush http://www.youtube.com/nflrush

#NFL #NFLFilms #Football #AmericanFootball",,https://i.ytimg.com/vi/_lYutMIsK2Q/hqdefault.jpg,2020-11-02 09:12:31.190488,Neutral,0.0,['None'],Neutral,False,2,LZtp7sdy8bI,0,Brett Favre
xyJhIUl_A0Y,NFL Films,UCY3NEq2LYrmdoGkevo9BH5A,1571357834.0,"Favorite Pick Six, Best Piece of Advice, & Getting In Your Opponent's Head | DB Round Table","Check out Deion Sanders, Darrell Green, Ronnie Lott, Darrelle Revis, Charles Woodson, and Rod Woodson talk about what it takes to be great!

Subscribe to NFL Films: http://goo.gl/XJTggL

Check out our other channels:
NFL Network http://www.youtube.com/nflnetwork
NFL http://www.youtube.com/nfl
NFL Rush http://www.youtube.com/nflrush

#NFL #NFLFilms #Football #AmericanFootball",,https://i.ytimg.com/vi/xyJhIUl_A0Y/hqdefault.jpg,2020-11-02 09:12:31.190520,Neutral,0.0,['None'],Neutral,False,2,LZtp7sdy8bI,0,Brett Favre
Y0W7xTVWKT8,NBC Sports,UCqZQlzSHbVJrwrn5XvzrzcA,1567735088.0,Patrick Mahomes and Brett Favre have a catch | NFL | NBC Sports,"Peter King interviews both Brett Favre and Patrick Mahomes while they have a catch. #NBCSports #NFL #PatrickMahomes #PeterKing 
» Subscribe to NBC Sports: https://www.youtube.com/nbcsports
» Watch Live Sports on NBCSports.com: http://www.nbcsports.com/live
» Get more NFL news on NBC Sports: https://www.nbcsports.com/nfl

NBC Sports Group serves sports fans 24/7 with premier live events, insightful studio shows, and compelling original programming. NBC Sports is an established leader in the sports media landscape with an unparalleled collection of sports properties that include the Olympics, NFL, Premier League, NHL, NASCAR, PGA TOUR, the Kentucky Derby, Tour de France, French Open, IndyCar and many more. Subscribe to our channel for the latest sporting news and highlights!

Sunday Night is Football Night on NBC as SNF continues to be America’s #1 Primetime show. NBC is also home to two NFL playoff games each season – one Wild Card Playoff game and one Divisional Playoff game – and offers full streaming rights on NBC Sports.com and the NBC Sports App.

Emmy Award winners Al Michaels and Cris Collinsworth continue to follow all the action from the booth, along with Michele Tafoya from the field.

Visit NBC Sports: https://www.nbcsports.com
Find Premier League on NBC Sports: https://www.nbcsports.com/soccer/premier-league
Find NASCAR on NBC Sports: https://www.nbcsports.com/motors/nascar
Find Sunday Night Football on NBC Sports: https://www.nbcsports.com/nfl/sunday-night-football
Find NBC Sports on Facebook: https://www.facebook.com/NBCSports
Follow NBC Sports on Twitter: https://twitter.com/nbcsports
Follow NBC Sports on Instagram: https://www.instagram.com/nbcsports/

Patrick Mahomes and Brett Favre have a catch | NFL | NBC Sports
https://www.youtube.com/nbcsports",,https://i.ytimg.com/vi/Y0W7xTVWKT8/hqdefault.jpg,2020-11-02 09:12:31.190551,Neutral,0.0,['None'],Neutral,False,2,LZtp7sdy8bI,0,Brett Favre
rGJOMkOUbTM,NFL,UCDVYQ4Zhbm3S2dlz7P1GBDg,1566528774.0,Brett Favre Top 50 Most Incredible Plays of All-Time | NFL Highlights,"Brett Favre Top 50 Most Incredible Plays of All-Time | NFL Highlights
Subscribe to NFL: http://j.mp/1L0bVBu

Check out our other channels:
NFL Vault http://www.youtube.com/nflvault
NFL Network http://www.youtube.com/nflnetwork
NFL Films http://www.youtube.com/nflfilms
NFL Rush http://www.youtube.com/nflrush
NFL Play Football https://www.youtube.com/playfootball
NFL Podcasts https://www.youtube.com/nflpodcasts

#NFL #Football #AmericanFootball",,https://i.ytimg.com/vi/rGJOMkOUbTM/hqdefault.jpg,2020-11-02 09:12:31.190582,Neutral,0.0,['None'],Neutral,False,2,LZtp7sdy8bI,0,Brett Favre
bK1w6AsNl88,NFL Films,UCY3NEq2LYrmdoGkevo9BH5A,1573031518.0,Steve Smith Sr. & DeAndre Hopkins Compare Smack Talk! | NFL 100 Generations,"Steve Smith Sr. and DeAndre Hopkins take some time to analyze game film and compare smack talk!

Subscribe to NFL Films: http://goo.gl/XJTggL

Check out our other channels:
NFL Network http://www.youtube.com/nflnetwork
NFL http://www.youtube.com/nfl
NFL Rush http://www.youtube.com/nflrush

#NFL #NFLFilms #Football #AmericanFootball",,https://i.ytimg.com/vi/bK1w6AsNl88/hqdefault.jpg,2020-11-02 09:12:31.190613,Neutral,0.0,['None'],Neutral,False,2,LZtp7sdy8bI,0,Brett Favre
GXa2XR5zjvI,The Tonight Show Starring Jimmy Fallon,UC8-Th83bH_thdKZDJCrn88g,1580473599.0,J.J. Watt & Jimmy Get Their Feelings Hurt While Eating Spicy Wings w/ Sean Evans (Hot Ones),"J.J. Watt and Jimmy go head-to-head eating spicy wings that get progressively hotter as Hot Ones host Sean Evans grills them with questions.

Subscribe NOW to The Tonight Show Starring Jimmy Fallon: http://bit.ly/1nwT1aN
 
Watch The Tonight Show Starring Jimmy Fallon Weeknights 11:35/10:35c
 
Get more The Tonight Show Starring Jimmy Fallon: https://www.nbc.com/the-tonight-show
 
JIMMY FALLON ON SOCIAL
Follow Jimmy: http://Twitter.com/JimmyFallon
Like Jimmy: https://Facebook.com/JimmyFallon
Follow Jimmy: https://www.instagram.com/jimmyfallon/
 
THE TONIGHT SHOW ON SOCIAL
Follow The Tonight Show: http://Twitter.com/FallonTonight
Like The Tonight Show: https://Facebook.com/FallonTonight
Follow The Tonight Show: https://www.instagram.com/fallontonight/
Tonight Show Tumblr: http://fallontonight.tumblr.com
 
The Tonight Show Starring Jimmy Fallon features hilarious highlights from the show, including comedy sketches, music parodies, celebrity interviews, ridiculous games, and, of course, Jimmy's Thank You Notes and hashtags! You'll also find behind the scenes videos and other great web exclusives.
 
GET MORE NBC
NBC YouTube: http://bit.ly/1dM1qBH
Like NBC: http://Facebook.com/NBC
Follow NBC: http://Twitter.com/NBC
NBC Instagram: http://instagram.com/nbc
NBC Tumblr: http://nbctv.tumblr.com/
 
J.J. Watt & Jimmy Get Their Feelings Hurt While Eating Spicy Wings w/Sean Evans (Hot Ones)
http://www.youtube.com/fallontonight

#FallonTonight
#JJWatt 
#JimmyFallon",,https://i.ytimg.com/vi/GXa2XR5zjvI/hqdefault.jpg,2020-11-02 09:12:31.190645,Neutral,-2.0,"['LateNightTalkShow', 'PartisanLeft', 'SocialJustice']",Far Left,False,2,LZtp7sdy8bI,0,Brett Favre
LZtp7sdy8bI,NFL Films,UCY3NEq2LYrmdoGkevo9BH5A,1573009091.0,Brett Favre & J.J. Watt Bond Over Packer Pride | NFL 100 Generations,"Brett Favre and J.J. Watt take some time to analyze game film and bond over their love of Wisconsin and the Green Bay Packers.

Subscribe to NFL Films: http://goo.gl/XJTggL

Check out our other channels:
NFL Network http://www.youtube.com/nflnetwork
NFL http://www.youtube.com/nfl
NFL Rush http://www.youtube.com/nflrush

#NFL #NFLFilms #Football #AmericanFootball",,https://i.ytimg.com/vi/LZtp7sdy8bI/hqdefault.jpg,2020-11-02 09:12:31.525530,Neutral,0.0,['None'],Neutral,True,3,0ZwbIlr9av0,0,Brett Favre
TxF7sosSq3w,NFL Films,UCY3NEq2LYrmdoGkevo9BH5A,1571453728.0,Champ Bailey & Tyrann Mathieu Love Intercepting Tom Brady | NFL 100 Generations,"Champ Bailey and Tyrann Mathieu take some time to analyze game film and compare Tom Brady interceptions

Subscribe to NFL Films: http://goo.gl/XJTggL

Check out our other channels:
NFL Network http://www.youtube.com/nflnetwork
NFL http://www.youtube.com/nfl
NFL Rush http://www.youtube.com/nflrush

#NFL #NFLFilms #Football #AmericanFootball",,https://i.ytimg.com/vi/TxF7sosSq3w/hqdefault.jpg,2020-11-02 09:12:31.525567,Neutral,0.0,['None'],Neutral,False,3,0ZwbIlr9av0,0,Brett Favre
F4n6jYcxbls,NFL Films,UCY3NEq2LYrmdoGkevo9BH5A,1570666440.0,"Favorite QB To Sack, Top Current Players, & Biggest Inspirations | D-Line Round Table","Check out Michael Strahan, Howie Long, Bruce Smith, Jason Taylor, and Randy White talk about what it takes to be great!

Subscribe to NFL Films: http://goo.gl/XJTggL

Check out our other channels:
NFL Network http://www.youtube.com/nflnetwork
NFL http://www.youtube.com/nfl
NFL Rush http://www.youtube.com/nflrush

#NFL #NFLFilms #Football #AmericanFootball",,https://i.ytimg.com/vi/F4n6jYcxbls/hqdefault.jpg,2020-11-02 09:12:31.525596,Neutral,0.0,['None'],Neutral,False,3,0ZwbIlr9av0,0,Brett Favre
bK1w6AsNl88,NFL Films,UCY3NEq2LYrmdoGkevo9BH5A,1573031518.0,Steve Smith Sr. & DeAndre Hopkins Compare Smack Talk! | NFL 100 Generations,"Steve Smith Sr. and DeAndre Hopkins take some time to analyze game film and compare smack talk!

Subscribe to NFL Films: http://goo.gl/XJTggL

Check out our other channels:
NFL Network http://www.youtube.com/nflnetwork
NFL http://www.youtube.com/nfl
NFL Rush http://www.youtube.com/nflrush

#NFL #NFLFilms #Football #AmericanFootball",,https://i.ytimg.com/vi/bK1w6AsNl88/hqdefault.jpg,2020-11-02 09:12:31.525624,Neutral,0.0,['None'],Neutral,False,3,0ZwbIlr9av0,0,Brett Favre
xyJhIUl_A0Y,NFL Films,UCY3NEq2LYrmdoGkevo9BH5A,1571357834.0,"Favorite Pick Six, Best Piece of Advice, & Getting In Your Opponent's Head | DB Round Table","Check out Deion Sanders, Darrell Green, Ronnie Lott, Darrelle Revis, Charles Woodson, and Rod Woodson talk about what it takes to be great!

Subscribe to NFL Films: http://goo.gl/XJTggL

Check out our other channels:
NFL Network http://www.youtube.com/nflnetwork
NFL http://www.youtube.com/nfl
NFL Rush http://www.youtube.com/nflrush

#NFL #NFLFilms #Football #AmericanFootball",,https://i.ytimg.com/vi/xyJhIUl_A0Y/hqdefault.jpg,2020-11-02 09:12:31.525651,Neutral,0.0,['None'],Neutral,False,3,0ZwbIlr9av0,0,Brett Favre
i8BkEFYA_GY,NFL,UCDVYQ4Zhbm3S2dlz7P1GBDg,1580354845.0,"NFL Pro Bowl Mic'd Up, ""Is that a real play? Nah? Cool."" | Game Day All Access","NFL Pro Bowl Mic'd Up, ""Is that a real play? Nah? Cool."" | Game Day All Access

Subscribe to NFL: http://j.mp/1L0bVBu

Check out our other channels:
NFL Vault http://www.youtube.com/nflvault
NFL Network http://www.youtube.com/nflnetwork
NFL Films http://www.youtube.com/nflfilms
NFL Rush http://www.youtube.com/nflrush
NFL Play Football https://www.youtube.com/playfootball
NFL Podcasts https://www.youtube.com/nflpodcasts

#NFL #Football #AmericanFootball",,https://i.ytimg.com/vi/i8BkEFYA_GY/hqdefault.jpg,2020-11-02 09:12:31.525679,Neutral,0.0,['None'],Neutral,False,3,0ZwbIlr9av0,0,Brett Favre
